art_id,ann,criteriaID,annotation
112,Ann. 3,SensLang,3.0
112,Ann. 1,SensLang,3.0
112,Ann. 1,NegTarg2,[]
112,Ann. 3,NegTarg2,[]
112,Ann. 3,Type,3.0
112,Ann. 1,Type,3.0
112,Ann. 3,LedePres,1.0
112,Ann. 1,LedePres,1.0
113,Ann. 2,SensLang,4.0
113,Ann. 1,Type,3.0
113,Ann. 2,NegTarg1,1.0
113,Ann. 2,Type,3.0
113,Ann. 1,SensLang,4.0
113,Ann. 1,NegTarg1,1.0
113,Ann. 2,ArtBias,3.0
113,Ann. 2,NegTarg2,[]
113,Ann. 2,HeadAcc1,4.0
113,Ann. 1,NegTarg2,[]
113,Ann. 1,HeadAcc1,4.0
113,Ann. 1,ArtBias,4.0
113,Ann. 1,LedePres,2.0
113,Ann. 2,LedePres,2.0
114,Ann. 2,ArtBias,4.0
114,Ann. 3,NegTarg1,1.0
114,Ann. 2,NegTarg1,1.0
114,Ann. 2,Type,1.0
114,Ann. 3,LedePres,2.0
114,Ann. 3,Type,1.0
114,Ann. 3,NegTarg2,[]
114,Ann. 2,LedePres,2.0
114,Ann. 2,NegTarg2,[]
114,Ann. 3,HeadAcc1,4.0
114,Ann. 3,ArtBias,4.0
114,Ann. 2,SensLang,4.0
114,Ann. 2,HeadAcc1,4.0
114,Ann. 3,SensLang,4.0
115,Ann. 3,Type,1.0
115,Ann. 3,NegTarg1,1.0
115,Ann. 3,LedePres,2.0
115,Ann. 3,HeadAcc1,3.0
115,Ann. 3,NegTarg2,[]
115,Ann. 3,SensLang,4.0
115,Ann. 3,ArtBias,4.0
116,Ann. 3,NegTarg1,1.0
116,Ann. 1,SensLang,4.0
116,Ann. 3,ArtBias,4.0
116,Ann. 1,ArtBias,4.0
116,Ann. 3,SensLang,4.0
116,Ann. 3,Type,1.0
116,Ann. 1,Type,1.0
116,Ann. 1,NegTarg2,[]
116,Ann. 3,LedePres,2.0
116,Ann. 1,LedePres,2.0
116,Ann. 3,NegTarg2,[]
116,Ann. 1,NegTarg1,1.0
116,Ann. 1,HeadAcc1,3.0
116,Ann. 3,HeadAcc1,4.0
117,Ann. 2,LedePres,1.0
117,Ann. 2,HeadAcc1,3.0
117,Ann. 1,LedePres,2.0
117,Ann. 1,Type,1.0
117,Ann. 1,SensLang,4.0
117,Ann. 2,ArtBias,4.0
117,Ann. 1,NegTarg2,[]
117,Ann. 2,Type,1.0
117,Ann. 1,ArtBias,4.0
117,Ann. 2,SensLang,4.0
117,Ann. 2,NegTarg1,1.0
117,Ann. 1,HeadAcc1,3.0
117,Ann. 1,NegTarg1,1.0
117,Ann. 2,NegTarg2,[]
118,Ann. 3,Type,1.0
118,Ann. 2,NegTarg1,1.0
118,Ann. 2,Type,1.0
118,Ann. 3,SensLang,4.0
118,Ann. 2,SensLang,4.0
118,Ann. 2,LedePres,1.0
118,Ann. 3,NegTarg2,[]
118,Ann. 2,ArtBias,4.0
118,Ann. 2,NegTarg2,[]
118,Ann. 2,HeadAcc1,3.0
118,Ann. 3,NegTarg1,1.0
118,Ann. 3,ArtBias,4.0
118,Ann. 3,HeadAcc1,3.0
118,Ann. 3,LedePres,1.0
119,Ann. 3,Type,1.0
119,Ann. 3,NegTarg1,1.0
119,Ann. 1,NegTarg2,[]
119,Ann. 1,Type,1.0
119,Ann. 1,NegTarg1,1.0
119,Ann. 1,SensLang,4.0
119,Ann. 3,LedePres,1.0
119,Ann. 1,LedePres,2.0
119,Ann. 3,ArtBias,3.0
119,Ann. 3,SensLang,4.0
119,Ann. 3,NegTarg2,[]
119,Ann. 3,HeadAcc1,4.0
119,Ann. 1,HeadAcc1,4.0
119,Ann. 1,ArtBias,4.0
120,Ann. 2,Type,1.0
120,Ann. 1,LedePres,2.0
120,Ann. 1,HeadAcc1,4.0
120,Ann. 2,SensLang,4.0
120,Ann. 2,HeadAcc1,4.0
120,Ann. 1,NegTarg2,[]
120,Ann. 1,Type,1.0
120,Ann. 1,SensLang,4.0
120,Ann. 2,NegTarg2,[]
120,Ann. 1,NegTarg1,1.0
120,Ann. 2,LedePres,1.0
120,Ann. 2,NegTarg1,1.0
120,Ann. 1,ArtBias,4.0
120,Ann. 2,ArtBias,4.0
121,Ann. 1,SensLang,4.0
121,Ann. 3,LedePres,2.0
121,Ann. 3,Type,1.0
121,Ann. 1,LedePres,2.0
121,Ann. 1,NegTarg2,[]
121,Ann. 3,NegTarg2,[]
121,Ann. 3,NegTarg1,1.0
121,Ann. 1,NegTarg1,1.0
121,Ann. 3,SensLang,4.0
121,Ann. 3,HeadAcc1,4.0
121,Ann. 1,Type,1.0
121,Ann. 3,ArtBias,4.0
121,Ann. 1,ArtBias,4.0
121,Ann. 1,HeadAcc1,4.0
122,Ann. 1,NegTarg1,1.0
122,Ann. 2,NegTarg1,1.0
122,Ann. 1,Type,5.0
122,Ann. 1,HeadAcc1,4.0
122,Ann. 2,ArtBias,4.0
122,Ann. 2,HeadAcc1,4.0
122,Ann. 1,SensLang,2.0
122,Ann. 2,SensLang,4.0
122,Ann. 2,LedePres,1.0
122,Ann. 1,LedePres,1.0
122,Ann. 1,ArtBias,3.0
122,Ann. 2,Type,1.0
122,Ann. 2,NegTarg2,[]
122,Ann. 1,NegTarg2,[]
123,Ann. 1,NegTarg1,1.0
123,Ann. 1,HeadAcc1,4.0
123,Ann. 1,SensLang,4.0
123,Ann. 2,NegTarg1,1.0
123,Ann. 2,SensLang,4.0
123,Ann. 1,ArtBias,3.0
123,Ann. 2,HeadAcc1,4.0
123,Ann. 2,ArtBias,4.0
123,Ann. 1,Type,1.0
123,Ann. 2,NegTarg2,[]
123,Ann. 1,NegTarg2,[]
123,Ann. 2,Type,1.0
123,Ann. 1,LedePres,2.0
123,Ann. 2,LedePres,1.0
124,Ann. 2,Type,3.0
124,Ann. 1,HeadAcc1,4.0
124,Ann. 2,HeadAcc1,4.0
124,Ann. 1,SensLang,4.0
124,Ann. 1,ArtBias,3.0
124,Ann. 1,Type,3.0
124,Ann. 1,LedePres,1.0
124,Ann. 2,ArtBias,3.0
124,Ann. 2,NegTarg2,['4']
124,Ann. 1,NegTarg2,['4']
124,Ann. 2,SensLang,4.0
124,Ann. 2,LedePres,1.0
124,Ann. 2,NegTarg1,2.0
124,Ann. 1,NegTarg1,2.0
125,Ann. 3,HeadAcc1,4.0
125,Ann. 3,ArtBias,4.0
125,Ann. 1,HeadAcc1,4.0
125,Ann. 1,ArtBias,4.0
125,Ann. 1,NegTarg2,[]
125,Ann. 3,NegTarg2,[]
125,Ann. 3,SensLang,4.0
125,Ann. 1,SensLang,4.0
125,Ann. 3,NegTarg1,1.0
125,Ann. 1,NegTarg1,1.0
125,Ann. 3,Type,3.0
125,Ann. 1,Type,3.0
125,Ann. 3,LedePres,1.0
125,Ann. 1,LedePres,1.0
126,Ann. 2,NegTarg1,2.0
126,Ann. 1,SensLang,4.0
126,Ann. 1,ArtBias,4.0
126,Ann. 2,HeadAcc1,3.0
126,Ann. 1,NegTarg2,[]
126,Ann. 1,HeadAcc1,3.0
126,Ann. 2,ArtBias,3.0
126,Ann. 2,NegTarg2,['4']
126,Ann. 1,NegTarg1,1.0
126,Ann. 2,LedePres,1.0
126,Ann. 1,LedePres,1.0
126,Ann. 2,SensLang,3.0
126,Ann. 2,Type,3.0
126,Ann. 1,Type,5.0
127,Ann. 1,NegTarg2,[]
127,Ann. 1,ArtBias,4.0
127,Ann. 2,ArtBias,4.0
127,Ann. 1,Type,1.0
127,Ann. 1,NegTarg1,1.0
127,Ann. 2,HeadAcc1,4.0
127,Ann. 2,Type,1.0
127,Ann. 1,HeadAcc1,4.0
127,Ann. 2,NegTarg2,[]
127,Ann. 1,LedePres,2.0
127,Ann. 2,LedePres,2.0
127,Ann. 2,SensLang,4.0
127,Ann. 1,SensLang,4.0
127,Ann. 2,NegTarg1,1.0
128,Ann. 1,Type,3.0
128,Ann. 3,Type,2.0
128,Ann. 3,NegTarg2,[]
128,Ann. 3,HeadAcc1,3.0
128,Ann. 1,NegTarg1,2.0
128,Ann. 3,NegTarg1,1.0
128,Ann. 1,NegTarg2,['4']
128,Ann. 3,SensLang,4.0
128,Ann. 1,SensLang,3.0
128,Ann. 3,LedePres,1.0
128,Ann. 1,LedePres,1.0
128,Ann. 1,HeadAcc1,2.0
128,Ann. 3,ArtBias,3.0
128,Ann. 1,ArtBias,3.0
129,Ann. 2,ArtBias,3.0
129,Ann. 1,SensLang,2.0
129,Ann. 1,NegTarg2,['4']
129,Ann. 2,NegTarg2,['4']
129,Ann. 1,NegTarg1,2.0
129,Ann. 2,HeadAcc1,3.0
129,Ann. 2,NegTarg1,2.0
129,Ann. 1,HeadAcc1,3.0
129,Ann. 1,ArtBias,3.0
129,Ann. 2,Type,3.0
129,Ann. 2,SensLang,2.0
129,Ann. 1,Type,3.0
129,Ann. 1,LedePres,2.0
129,Ann. 2,LedePres,2.0
130,Ann. 2,ArtBias,3.0
130,Ann. 2,HeadAcc1,4.0
130,Ann. 2,SensLang,4.0
130,Ann. 2,NegTarg2,['4']
130,Ann. 2,Type,3.0
130,Ann. 2,LedePres,2.0
130,Ann. 2,NegTarg1,2.0
131,Ann. 1,NegTarg1,2.0
131,Ann. 1,Type,1.0
131,Ann. 1,NegTarg2,"['4', '3']"
131,Ann. 2,Type,1.0
131,Ann. 1,ArtBias,3.0
131,Ann. 2,ArtBias,3.0
131,Ann. 2,LedePres,1.0
131,Ann. 1,LedePres,2.0
131,Ann. 2,HeadAcc1,3.0
131,Ann. 1,HeadAcc1,4.0
131,Ann. 2,SensLang,3.0
131,Ann. 1,SensLang,3.0
131,Ann. 2,NegTarg2,['3']
131,Ann. 2,NegTarg1,2.0
132,Ann. 2,NegTarg2,[]
132,Ann. 2,Type,1.0
132,Ann. 1,Type,1.0
132,Ann. 2,NegTarg1,1.0
132,Ann. 2,LedePres,2.0
132,Ann. 1,LedePres,2.0
132,Ann. 2,HeadAcc1,4.0
132,Ann. 1,HeadAcc1,4.0
132,Ann. 2,SensLang,3.0
132,Ann. 1,NegTarg2,[]
132,Ann. 2,ArtBias,4.0
132,Ann. 1,SensLang,4.0
132,Ann. 1,ArtBias,4.0
132,Ann. 1,NegTarg1,1.0
134,Ann. 1,LedePres,1.0
134,Ann. 3,LedePres,1.0
134,Ann. 1,NegTarg1,1.0
134,Ann. 1,ArtBias,4.0
134,Ann. 1,Type,2.0
134,Ann. 3,HeadAcc1,4.0
134,Ann. 1,SensLang,4.0
134,Ann. 3,SensLang,4.0
134,Ann. 1,NegTarg2,[]
134,Ann. 1,HeadAcc1,4.0
134,Ann. 3,NegTarg2,['4']
134,Ann. 3,NegTarg1,2.0
134,Ann. 3,ArtBias,3.0
134,Ann. 3,Type,2.0
135,Ann. 3,HeadAcc1,4.0
135,Ann. 2,Type,1.0
135,Ann. 2,NegTarg1,1.0
135,Ann. 2,HeadAcc1,4.0
135,Ann. 2,SensLang,3.0
135,Ann. 2,ArtBias,4.0
135,Ann. 3,SensLang,4.0
135,Ann. 3,NegTarg1,1.0
135,Ann. 2,NegTarg2,[]
135,Ann. 3,Type,1.0
135,Ann. 3,ArtBias,4.0
135,Ann. 3,LedePres,2.0
135,Ann. 3,NegTarg2,[]
135,Ann. 2,LedePres,1.0
136,Ann. 2,ArtBias,3.0
136,Ann. 2,LedePres,1.0
136,Ann. 2,Type,1.0
136,Ann. 2,HeadAcc1,4.0
136,Ann. 2,NegTarg2,['4']
136,Ann. 2,NegTarg1,2.0
136,Ann. 2,SensLang,3.0
137,Ann. 3,Type,3.0
137,Ann. 3,HeadAcc1,4.0
137,Ann. 2,HeadAcc1,4.0
137,Ann. 2,NegTarg2,[]
137,Ann. 3,ArtBias,3.0
137,Ann. 3,SensLang,3.0
137,Ann. 3,NegTarg2,[]
137,Ann. 3,LedePres,1.0
137,Ann. 2,LedePres,1.0
137,Ann. 3,NegTarg1,1.0
137,Ann. 2,ArtBias,3.0
137,Ann. 2,SensLang,4.0
137,Ann. 2,NegTarg1,1.0
137,Ann. 2,Type,1.0
138,Ann. 3,SensLang,4.0
138,Ann. 2,SensLang,4.0
138,Ann. 3,HeadAcc1,4.0
138,Ann. 3,NegTarg2,[]
138,Ann. 2,HeadAcc1,4.0
138,Ann. 2,NegTarg2,[]
138,Ann. 2,Type,1.0
138,Ann. 3,LedePres,2.0
138,Ann. 3,NegTarg1,1.0
138,Ann. 3,ArtBias,4.0
138,Ann. 2,NegTarg1,1.0
138,Ann. 2,LedePres,2.0
138,Ann. 3,Type,1.0
138,Ann. 2,ArtBias,4.0
139,Ann. 3,Type,3.0
139,Ann. 2,Type,3.0
139,Ann. 2,SensLang,4.0
139,Ann. 3,SensLang,4.0
139,Ann. 3,NegTarg2,[]
139,Ann. 3,LedePres,1.0
139,Ann. 2,LedePres,1.0
139,Ann. 3,HeadAcc1,4.0
139,Ann. 2,NegTarg2,[]
139,Ann. 2,NegTarg1,1.0
139,Ann. 2,HeadAcc1,4.0
139,Ann. 3,NegTarg1,1.0
139,Ann. 3,ArtBias,4.0
139,Ann. 2,ArtBias,4.0
140,Ann. 3,NegTarg2,[]
140,Ann. 2,ArtBias,3.0
140,Ann. 3,ArtBias,3.0
140,Ann. 2,NegTarg2,['4']
140,Ann. 2,NegTarg1,2.0
140,Ann. 3,NegTarg1,1.0
140,Ann. 2,SensLang,3.0
140,Ann. 2,LedePres,2.0
140,Ann. 3,SensLang,4.0
140,Ann. 3,LedePres,1.0
140,Ann. 2,Type,1.0
140,Ann. 3,Type,1.0
140,Ann. 3,HeadAcc1,4.0
140,Ann. 2,HeadAcc1,4.0
141,Ann. 2,Type,2.0
141,Ann. 2,HeadAcc1,3.0
141,Ann. 3,HeadAcc1,2.0
141,Ann. 2,ArtBias,2.0
141,Ann. 3,Type,2.0
141,Ann. 3,ArtBias,2.0
141,Ann. 2,NegTarg1,2.0
141,Ann. 2,SensLang,2.0
141,Ann. 2,NegTarg2,['4']
141,Ann. 3,NegTarg2,[]
141,Ann. 2,LedePres,1.0
141,Ann. 3,LedePres,2.0
141,Ann. 3,SensLang,2.0
141,Ann. 3,NegTarg1,1.0
142,Ann. 3,NegTarg1,1.0
142,Ann. 1,NegTarg1,2.0
142,Ann. 1,Type,1.0
142,Ann. 1,SensLang,4.0
142,Ann. 3,Type,1.0
142,Ann. 3,ArtBias,3.0
142,Ann. 1,ArtBias,2.0
142,Ann. 3,LedePres,1.0
142,Ann. 1,LedePres,2.0
142,Ann. 3,SensLang,3.0
142,Ann. 3,HeadAcc1,2.0
142,Ann. 1,HeadAcc1,3.0
142,Ann. 1,NegTarg2,['4']
142,Ann. 3,NegTarg2,[]
143,Ann. 3,HeadAcc1,3.0
143,Ann. 2,Type,1.0
143,Ann. 3,SensLang,4.0
143,Ann. 3,NegTarg2,[]
143,Ann. 2,NegTarg2,[]
143,Ann. 2,SensLang,4.0
143,Ann. 2,HeadAcc1,3.0
143,Ann. 3,Type,1.0
143,Ann. 3,NegTarg1,1.0
143,Ann. 2,NegTarg1,1.0
143,Ann. 3,ArtBias,4.0
143,Ann. 2,LedePres,1.0
143,Ann. 3,LedePres,1.0
143,Ann. 2,ArtBias,4.0
144,Ann. 1,LedePres,1.0
144,Ann. 1,Type,3.0
144,Ann. 1,ArtBias,4.0
144,Ann. 1,SensLang,4.0
144,Ann. 1,HeadAcc1,4.0
144,Ann. 1,NegTarg1,1.0
144,Ann. 1,NegTarg2,[]
145,Ann. 2,ArtBias,4.0
145,Ann. 2,NegTarg2,[]
145,Ann. 2,LedePres,1.0
145,Ann. 2,HeadAcc1,4.0
145,Ann. 1,Type,1.0
145,Ann. 1,LedePres,2.0
145,Ann. 2,SensLang,4.0
145,Ann. 1,NegTarg2,[]
145,Ann. 2,Type,1.0
145,Ann. 1,ArtBias,4.0
145,Ann. 1,NegTarg1,1.0
145,Ann. 1,SensLang,4.0
145,Ann. 1,HeadAcc1,4.0
145,Ann. 2,NegTarg1,1.0
146,Ann. 1,NegTarg2,[]
146,Ann. 2,NegTarg2,[]
146,Ann. 1,LedePres,2.0
146,Ann. 2,LedePres,2.0
146,Ann. 1,NegTarg1,1.0
146,Ann. 2,SensLang,4.0
146,Ann. 2,Type,1.0
146,Ann. 2,HeadAcc1,4.0
146,Ann. 2,NegTarg1,1.0
146,Ann. 1,HeadAcc1,3.0
146,Ann. 1,SensLang,4.0
146,Ann. 1,Type,1.0
146,Ann. 2,ArtBias,4.0
146,Ann. 1,ArtBias,4.0
147,Ann. 1,NegTarg1,1.0
147,Ann. 1,NegTarg2,[]
147,Ann. 1,HeadAcc1,4.0
147,Ann. 1,SensLang,4.0
147,Ann. 1,ArtBias,4.0
147,Ann. 1,Type,1.0
147,Ann. 1,LedePres,2.0
148,Ann. 3,HeadAcc1,4.0
148,Ann. 2,ArtBias,3.0
148,Ann. 3,ArtBias,4.0
148,Ann. 2,LedePres,1.0
148,Ann. 3,LedePres,1.0
148,Ann. 2,Type,1.0
148,Ann. 3,Type,1.0
148,Ann. 2,NegTarg1,1.0
148,Ann. 3,NegTarg1,1.0
148,Ann. 2,SensLang,4.0
148,Ann. 3,SensLang,4.0
148,Ann. 2,HeadAcc1,4.0
148,Ann. 2,NegTarg2,[]
148,Ann. 3,NegTarg2,[]
149,Ann. 1,HeadAcc1,4.0
149,Ann. 1,Type,1.0
149,Ann. 2,HeadAcc1,4.0
149,Ann. 2,Type,1.0
149,Ann. 2,SensLang,1.0
149,Ann. 1,SensLang,3.0
149,Ann. 2,NegTarg2,['4']
149,Ann. 2,LedePres,1.0
149,Ann. 1,NegTarg2,[]
149,Ann. 1,LedePres,
149,Ann. 2,NegTarg1,1.0
149,Ann. 1,NegTarg1,1.0
149,Ann. 1,ArtBias,4.0
149,Ann. 2,ArtBias,4.0
150,Ann. 3,LedePres,2.0
150,Ann. 3,HeadAcc1,4.0
150,Ann. 3,Type,1.0
150,Ann. 1,LedePres,2.0
150,Ann. 3,ArtBias,4.0
150,Ann. 1,ArtBias,3.0
150,Ann. 3,SensLang,4.0
150,Ann. 1,SensLang,4.0
150,Ann. 1,HeadAcc1,3.0
150,Ann. 1,NegTarg2,[]
150,Ann. 1,NegTarg1,1.0
150,Ann. 3,NegTarg2,[]
150,Ann. 1,Type,1.0
150,Ann. 3,NegTarg1,1.0
151,Ann. 2,LedePres,1.0
151,Ann. 3,LedePres,1.0
151,Ann. 3,NegTarg2,[]
151,Ann. 2,NegTarg2,[]
151,Ann. 3,Type,1.0
151,Ann. 2,Type,1.0
151,Ann. 2,SensLang,4.0
151,Ann. 3,SensLang,3.0
151,Ann. 2,HeadAcc1,4.0
151,Ann. 3,HeadAcc1,4.0
151,Ann. 3,ArtBias,4.0
151,Ann. 2,ArtBias,4.0
151,Ann. 3,NegTarg1,1.0
151,Ann. 2,NegTarg1,1.0
152,Ann. 2,LedePres,
152,Ann. 3,LedePres,1.0
152,Ann. 3,HeadAcc1,4.0
152,Ann. 2,HeadAcc1,4.0
152,Ann. 3,SensLang,4.0
152,Ann. 3,ArtBias,4.0
152,Ann. 3,NegTarg2,[]
152,Ann. 2,NegTarg2,[]
152,Ann. 2,ArtBias,4.0
152,Ann. 2,SensLang,4.0
152,Ann. 3,NegTarg1,1.0
152,Ann. 2,NegTarg1,1.0
152,Ann. 3,Type,1.0
152,Ann. 2,Type,1.0
153,Ann. 1,Type,1.0
153,Ann. 2,NegTarg2,[]
153,Ann. 1,NegTarg2,[]
153,Ann. 1,NegTarg1,1.0
153,Ann. 2,NegTarg1,1.0
153,Ann. 1,HeadAcc1,4.0
153,Ann. 1,LedePres,1.0
153,Ann. 2,ArtBias,4.0
153,Ann. 2,LedePres,1.0
153,Ann. 1,ArtBias,4.0
153,Ann. 2,HeadAcc1,4.0
153,Ann. 2,Type,1.0
153,Ann. 2,SensLang,4.0
153,Ann. 1,SensLang,4.0
154,Ann. 2,LedePres,1.0
154,Ann. 3,Type,2.0
154,Ann. 3,NegTarg1,1.0
154,Ann. 2,Type,2.0
154,Ann. 3,ArtBias,4.0
154,Ann. 3,HeadAcc1,3.0
154,Ann. 2,HeadAcc1,4.0
154,Ann. 3,LedePres,1.0
154,Ann. 2,ArtBias,3.0
154,Ann. 2,SensLang,4.0
154,Ann. 3,SensLang,4.0
154,Ann. 2,NegTarg1,1.0
154,Ann. 3,NegTarg2,[]
154,Ann. 2,NegTarg2,[]
155,Ann. 2,Type,1.0
155,Ann. 1,SensLang,3.0
155,Ann. 1,NegTarg1,1.0
155,Ann. 2,NegTarg1,2.0
155,Ann. 1,Type,1.0
155,Ann. 2,SensLang,3.0
155,Ann. 1,LedePres,1.0
155,Ann. 2,LedePres,1.0
155,Ann. 2,ArtBias,3.0
155,Ann. 2,HeadAcc1,3.0
155,Ann. 1,HeadAcc1,3.0
155,Ann. 1,ArtBias,2.0
155,Ann. 2,NegTarg2,['4']
155,Ann. 1,NegTarg2,[]
156,Ann. 3,HeadAcc1,2.0
156,Ann. 2,HeadAcc1,3.0
156,Ann. 3,NegTarg2,['4']
156,Ann. 3,SensLang,2.0
156,Ann. 3,Type,1.0
156,Ann. 2,Type,1.0
156,Ann. 2,NegTarg1,2.0
156,Ann. 3,NegTarg1,2.0
156,Ann. 2,NegTarg2,['4']
156,Ann. 2,SensLang,2.0
156,Ann. 2,ArtBias,2.0
156,Ann. 3,ArtBias,2.0
156,Ann. 3,LedePres,2.0
156,Ann. 2,LedePres,2.0
157,Ann. 1,ArtBias,4.0
157,Ann. 1,HeadAcc1,4.0
157,Ann. 3,HeadAcc1,4.0
157,Ann. 3,NegTarg2,[]
157,Ann. 3,Type,1.0
157,Ann. 3,NegTarg1,1.0
157,Ann. 1,NegTarg1,1.0
157,Ann. 3,ArtBias,4.0
157,Ann. 1,LedePres,2.0
157,Ann. 1,NegTarg2,[]
157,Ann. 3,LedePres,2.0
157,Ann. 3,SensLang,4.0
157,Ann. 1,SensLang,4.0
157,Ann. 1,Type,1.0
158,Ann. 1,NegTarg1,2.0
158,Ann. 2,HeadAcc1,4.0
158,Ann. 2,SensLang,3.0
158,Ann. 1,ArtBias,2.0
158,Ann. 2,ArtBias,2.0
158,Ann. 1,SensLang,3.0
158,Ann. 1,HeadAcc1,3.0
158,Ann. 2,Type,2.0
158,Ann. 1,Type,2.0
158,Ann. 2,NegTarg1,2.0
158,Ann. 1,LedePres,1.0
158,Ann. 2,LedePres,1.0
158,Ann. 2,NegTarg2,['2']
158,Ann. 1,NegTarg2,['2']
159,Ann. 2,LedePres,1.0
159,Ann. 2,SensLang,4.0
159,Ann. 3,NegTarg1,2.0
159,Ann. 2,ArtBias,3.0
159,Ann. 3,ArtBias,3.0
159,Ann. 2,NegTarg1,2.0
159,Ann. 2,HeadAcc1,2.0
159,Ann. 3,HeadAcc1,2.0
159,Ann. 2,NegTarg2,['4']
159,Ann. 3,NegTarg2,['4']
159,Ann. 2,Type,1.0
159,Ann. 3,LedePres,2.0
159,Ann. 3,Type,1.0
159,Ann. 3,SensLang,4.0
160,Ann. 1,SensLang,4.0
160,Ann. 1,Type,1.0
160,Ann. 2,Type,1.0
160,Ann. 1,LedePres,2.0
160,Ann. 2,LedePres,1.0
160,Ann. 2,NegTarg1,1.0
160,Ann. 2,NegTarg2,[]
160,Ann. 2,ArtBias,4.0
160,Ann. 1,NegTarg2,[]
160,Ann. 1,ArtBias,3.0
160,Ann. 2,SensLang,4.0
160,Ann. 2,HeadAcc1,4.0
160,Ann. 1,HeadAcc1,3.0
160,Ann. 1,NegTarg1,1.0
161,Ann. 1,NegTarg2,['4']
161,Ann. 1,LedePres,1.0
161,Ann. 2,HeadAcc1,3.0
161,Ann. 2,Type,2.0
161,Ann. 2,ArtBias,3.0
161,Ann. 1,Type,2.0
161,Ann. 2,SensLang,3.0
161,Ann. 1,ArtBias,3.0
161,Ann. 2,NegTarg1,2.0
161,Ann. 1,NegTarg1,2.0
161,Ann. 2,LedePres,1.0
161,Ann. 1,SensLang,3.0
161,Ann. 2,NegTarg2,['4']
161,Ann. 1,HeadAcc1,3.0
162,Ann. 2,SensLang,3.0
162,Ann. 3,SensLang,3.0
162,Ann. 2,ArtBias,3.0
162,Ann. 3,Type,2.0
162,Ann. 3,HeadAcc1,2.0
162,Ann. 2,Type,2.0
162,Ann. 3,LedePres,1.0
162,Ann. 2,LedePres,1.0
162,Ann. 3,ArtBias,3.0
162,Ann. 2,NegTarg1,2.0
162,Ann. 3,NegTarg1,2.0
162,Ann. 2,HeadAcc1,2.0
162,Ann. 2,NegTarg2,['4']
162,Ann. 3,NegTarg2,['4']
163,Ann. 3,NegTarg2,[]
163,Ann. 1,NegTarg2,[]
163,Ann. 3,Type,1.0
163,Ann. 1,HeadAcc1,3.0
163,Ann. 1,ArtBias,3.0
163,Ann. 3,ArtBias,4.0
163,Ann. 1,LedePres,2.0
163,Ann. 3,LedePres,2.0
163,Ann. 3,SensLang,4.0
163,Ann. 1,SensLang,4.0
163,Ann. 3,HeadAcc1,3.0
163,Ann. 1,Type,1.0
163,Ann. 1,NegTarg1,1.0
163,Ann. 3,NegTarg1,1.0
164,Ann. 2,Type,1.0
164,Ann. 1,Type,3.0
164,Ann. 2,HeadAcc1,3.0
164,Ann. 1,LedePres,2.0
164,Ann. 2,NegTarg2,[]
164,Ann. 2,SensLang,3.0
164,Ann. 1,SensLang,3.0
164,Ann. 1,NegTarg2,[]
164,Ann. 1,ArtBias,4.0
164,Ann. 1,HeadAcc1,4.0
164,Ann. 2,NegTarg1,1.0
164,Ann. 2,ArtBias,3.0
164,Ann. 1,NegTarg1,1.0
164,Ann. 2,LedePres,2.0
165,Ann. 2,LedePres,2.0
165,Ann. 2,NegTarg1,1.0
165,Ann. 1,NegTarg2,[]
165,Ann. 2,SensLang,4.0
165,Ann. 1,NegTarg1,1.0
165,Ann. 2,NegTarg2,[]
165,Ann. 1,Type,1.0
165,Ann. 2,Type,1.0
165,Ann. 2,HeadAcc1,3.0
165,Ann. 1,SensLang,4.0
165,Ann. 1,ArtBias,4.0
165,Ann. 2,ArtBias,4.0
165,Ann. 1,HeadAcc1,3.0
165,Ann. 1,LedePres,2.0
166,Ann. 2,Type,1.0
166,Ann. 1,HeadAcc1,3.0
166,Ann. 2,HeadAcc1,4.0
166,Ann. 1,ArtBias,4.0
166,Ann. 1,NegTarg2,[]
166,Ann. 2,ArtBias,4.0
166,Ann. 2,NegTarg2,[]
166,Ann. 1,Type,1.0
166,Ann. 1,NegTarg1,1.0
166,Ann. 2,LedePres,1.0
166,Ann. 1,LedePres,1.0
166,Ann. 1,SensLang,4.0
166,Ann. 2,SensLang,4.0
166,Ann. 2,NegTarg1,1.0
167,Ann. 1,Type,1.0
167,Ann. 3,NegTarg2,[]
167,Ann. 1,SensLang,4.0
167,Ann. 3,Type,1.0
167,Ann. 1,NegTarg2,[]
167,Ann. 3,ArtBias,4.0
167,Ann. 3,NegTarg1,1.0
167,Ann. 1,NegTarg1,1.0
167,Ann. 1,ArtBias,3.0
167,Ann. 1,HeadAcc1,3.0
167,Ann. 1,LedePres,2.0
167,Ann. 3,LedePres,1.0
167,Ann. 3,SensLang,4.0
167,Ann. 3,HeadAcc1,3.0
168,Ann. 1,Type,1.0
168,Ann. 3,NegTarg1,1.0
168,Ann. 1,NegTarg1,1.0
168,Ann. 3,LedePres,1.0
168,Ann. 3,HeadAcc1,4.0
168,Ann. 1,LedePres,2.0
168,Ann. 1,HeadAcc1,4.0
168,Ann. 1,SensLang,4.0
168,Ann. 1,ArtBias,4.0
168,Ann. 3,SensLang,4.0
168,Ann. 3,ArtBias,4.0
168,Ann. 3,Type,1.0
168,Ann. 3,NegTarg2,[]
168,Ann. 1,NegTarg2,[]
169,Ann. 3,HeadAcc1,2.0
169,Ann. 2,ArtBias,3.0
169,Ann. 2,NegTarg1,2.0
